api_data_id,Clean_Title,Title_Counts,Clean_Title_Prompt,is_original,Clean_Title_Char_Len,Content_Type_Prompt,content_type
api-9537-Yes-Series,terrace house opening new doors part 2  terrace house  part 2,1,Is title 'terrace house opening new doors part 2  terrace house  part 2' original Netflix content?,Yes,61,"Is Netflix title 'terrace house opening new doors part 2  terrace house  part 2' a Series, Movie, or Documentary?",Series
api-9538-Yes-Series,violet evergarden special extra episode   extra episode,1,Is title 'violet evergarden special extra episode   extra episode' original Netflix content?,Yes,55,"Is Netflix title 'violet evergarden special extra episode   extra episode' a Series, Movie, or Documentary?",Series
api-9539-No-Movie,a e i o u a quick alphabet of love  a e i o u  das schnelle alphabet der liebe,1,Is title 'a e i o u a quick alphabet of love  a e i o u  das schnelle alphabet der liebe' original Netflix content?,No,78,"Is Netflix title 'a e i o u a quick alphabet of love  a e i o u  das schnelle alphabet der liebe' a Series, Movie, or Documentary?",Movie
api-9540-No-Series,land of spirits the young shaman,1,Is title 'land of spirits the young shaman' original Netflix content?,No,32,"Is Netflix title 'land of spirits the young shaman' a Series, Movie, or Documentary?",Series
api-9541-No-Series,long long time ago 4 the diam diam era 2   2   part 2,1,Is title 'long long time ago 4 the diam diam era 2   2   part 2' original Netflix content?,No,53,"Is Netflix title 'long long time ago 4 the diam diam era 2   2   part 2' a Series, Movie, or Documentary?",Series
api-9542-Yes-Series,the ultimatum france,1,Is title 'the ultimatum france' original Netflix content?,Yes,20,"Is Netflix title 'the ultimatum france' a Series, Movie, or Documentary?",Series
api-9543-Yes-Series,terrace house opening new doors part 1  terrace house  part 1,1,Is title 'terrace house opening new doors part 1  terrace house  part 1' original Netflix content?,Yes,61,"Is Netflix title 'terrace house opening new doors part 1  terrace house  part 1' a Series, Movie, or Documentary?",Series
api-9544-Yes-Series,terrace house opening new doors part 6  terrace house  part 6,1,Is title 'terrace house opening new doors part 6  terrace house  part 6' original Netflix content?,Yes,61,"Is Netflix title 'terrace house opening new doors part 6  terrace house  part 6' a Series, Movie, or Documentary?",Series
api-9545-Yes-Series,terrace house opening new doors part 5  terrace house  part 5,1,Is title 'terrace house opening new doors part 5  terrace house  part 5' original Netflix content?,Yes,61,"Is Netflix title 'terrace house opening new doors part 5  terrace house  part 5' a Series, Movie, or Documentary?",Series
api-9546-No-Documentary,azzurri the italian dream at uefa euro 2020,1,Is title 'azzurri the italian dream at uefa euro 2020' original Netflix content?,No,43,"Is Netflix title 'azzurri the italian dream at uefa euro 2020' a Series, Movie, or Documentary?",Documentary
api-9547-No-Movie,how to become the worst student at school  como se tornar o pior aluno da escola,1,Is title 'how to become the worst student at school  como se tornar o pior aluno da escola' original Netflix content?,No,80,"Is Netflix title 'how to become the worst student at school  como se tornar o pior aluno da escola' a Series, Movie, or Documentary?",Movie
api-9548-No-Movie,my hero academia world heroes mission   the movie,1,Is title 'my hero academia world heroes mission   the movie' original Netflix content?,No,49,"Is Netflix title 'my hero academia world heroes mission   the movie' a Series, Movie, or Documentary?",Movie
api-9549-No-Series,the playing card killer limited series  baraja la firma del asesino miniserie,1,Is title 'the playing card killer limited series  baraja la firma del asesino miniserie' original Netflix content?,No,77,"Is Netflix title 'the playing card killer limited series  baraja la firma del asesino miniserie' a Series, Movie, or Documentary?",Series
api-9550-Yes-Series,terrace house opening new doors part 3  terrace house  part 3,1,Is title 'terrace house opening new doors part 3  terrace house  part 3' original Netflix content?,Yes,61,"Is Netflix title 'terrace house opening new doors part 3  terrace house  part 3' a Series, Movie, or Documentary?",Series
api-9551-No-Documentary,antoine griezmann the making of a legend  antoine griezmann  champion du monde,1,Is title 'antoine griezmann the making of a legend  antoine griezmann  champion du monde' original Netflix content?,No,78,"Is Netflix title 'antoine griezmann the making of a legend  antoine griezmann  champion du monde' a Series, Movie, or Documentary?",Documentary
api-9552-Yes-Series,terrace house opening new doors part 4  terrace house  part 4,1,Is title 'terrace house opening new doors part 4  terrace house  part 4' original Netflix content?,Yes,61,"Is Netflix title 'terrace house opening new doors part 4  terrace house  part 4' a Series, Movie, or Documentary?",Series
api-9553-No-Movie,the wishing tree childhood memories  copacul dorinelor amintiri din copilrie,1,Is title 'the wishing tree childhood memories  copacul dorinelor amintiri din copilrie' original Netflix content?,No,76,"Is Netflix title 'the wishing tree childhood memories  copacul dorinelor amintiri din copilrie' a Series, Movie, or Documentary?",Movie
api-9554-No-Series,the king of minami returns expose the scandal,1,Is title 'the king of minami returns expose the scandal' original Netflix content?,No,45,"Is Netflix title 'the king of minami returns expose the scandal' a Series, Movie, or Documentary?",Series
api-9555-No-Movie,romeo and juliet from  cherkassy,1,Is title 'romeo and juliet from  cherkassy' original Netflix content?,No,32,"Is Netflix title 'romeo and juliet from  cherkassy' a Series, Movie, or Documentary?",Movie
api-9556-No-Movie,asterix the secret of the magic potion  astrix le secret de la potion magique,1,Is title 'asterix the secret of the magic potion  astrix le secret de la potion magique' original Netflix content?,No,77,"Is Netflix title 'asterix the secret of the magic potion  astrix le secret de la potion magique' a Series, Movie, or Documentary?",Movie
api-9557-Yes-Series,evil genius the true story of americas most diabolical bank heist limited series,1,Is title 'evil genius the true story of americas most diabolical bank heist limited series' original Netflix content?,Yes,80,"Is Netflix title 'evil genius the true story of americas most diabolical bank heist limited series' a Series, Movie, or Documentary?",Series
api-9558-No-Series,tales of africa,1,Is title 'tales of africa' original Netflix content?,No,15,"Is Netflix title 'tales of africa' a Series, Movie, or Documentary?",Series
api-9559-No-Series,qin empire alliance the qin empire,1,Is title 'qin empire alliance the qin empire' original Netflix content?,No,34,"Is Netflix title 'qin empire alliance the qin empire' a Series, Movie, or Documentary?",Series
api-9560-No-Series,super villains from mars  motu patlu the superheroes  super villains from mars,1,Is title 'super villains from mars  motu patlu the superheroes  super villains from mars' original Netflix content?,No,78,"Is Netflix title 'super villains from mars  motu patlu the superheroes  super villains from mars' a Series, Movie, or Documentary?",Series
api-9561-No-Movie,the ash lad in the hall of the mountain king  askeladden  i dovregubbens hall,1,Is title 'the ash lad in the hall of the mountain king  askeladden  i dovregubbens hall' original Netflix content?,No,77,"Is Netflix title 'the ash lad in the hall of the mountain king  askeladden  i dovregubbens hall' a Series, Movie, or Documentary?",Movie
api-9562-No-Series,eyeshield 21 tokyo tournament spring death march  21,1,Is title 'eyeshield 21 tokyo tournament spring death march  21' original Netflix content?,No,52,"Is Netflix title 'eyeshield 21 tokyo tournament spring death march  21' a Series, Movie, or Documentary?",Series
api-9563-No-Series,haikyu karasuno high school vs shiratorizawa academy    vs,1,Is title 'haikyu karasuno high school vs shiratorizawa academy    vs' original Netflix content?,No,58,"Is Netflix title 'haikyu karasuno high school vs shiratorizawa academy    vs' a Series, Movie, or Documentary?",Series
api-9564-No-Movie,jim button and luke the engine driver  jim knopf und lukas der lokomotivfhrer,1,Is title 'jim button and luke the engine driver  jim knopf und lukas der lokomotivfhrer' original Netflix content?,No,77,"Is Netflix title 'jim button and luke the engine driver  jim knopf und lukas der lokomotivfhrer' a Series, Movie, or Documentary?",Movie
api-9565-No-Series,the year i started masturbating  ret jag slutade prestera och brjade onanera,1,Is title 'the year i started masturbating  ret jag slutade prestera och brjade onanera' original Netflix content?,No,76,"Is Netflix title 'the year i started masturbating  ret jag slutade prestera och brjade onanera' a Series, Movie, or Documentary?",Series
api-9566-No-Movie,how do you like wednesday jungle revenge 2004    2004,1,Is title 'how do you like wednesday jungle revenge 2004    2004' original Netflix content?,No,53,"Is Netflix title 'how do you like wednesday jungle revenge 2004    2004' a Series, Movie, or Documentary?",Movie
api-9567-No-Series,243 seiin high school boys volleyball team,1,Is title '243 seiin high school boys volleyball team' original Netflix content?,No,42,"Is Netflix title '243 seiin high school boys volleyball team' a Series, Movie, or Documentary?",Series
api-9568-Yes-Series,raja rasoi aur anya kahaniyan,1,Is title 'raja rasoi aur anya kahaniyan' original Netflix content?,Yes,29,"Is Netflix title 'raja rasoi aur anya kahaniyan' a Series, Movie, or Documentary?",Series
api-9569-No-Series,montalbano as per procedure  il commissario montalbano come voleva la prassi,1,Is title 'montalbano as per procedure  il commissario montalbano come voleva la prassi' original Netflix content?,No,76,"Is Netflix title 'montalbano as per procedure  il commissario montalbano come voleva la prassi' a Series, Movie, or Documentary?",Series
api-9570-No-Documentary,running for my truth alex schwazer,1,Is title 'running for my truth alex schwazer' original Netflix content?,No,34,"Is Netflix title 'running for my truth alex schwazer' a Series, Movie, or Documentary?",Documentary
api-9571-No-Movie,lilly the witch the journey to mandolan  kika superbruja el viaje a mandoln,1,Is title 'lilly the witch the journey to mandolan  kika superbruja el viaje a mandoln' original Netflix content?,No,75,"Is Netflix title 'lilly the witch the journey to mandolan  kika superbruja el viaje a mandoln' a Series, Movie, or Documentary?",Movie
api-9572-No-Series,stories by rabindranath tagore,1,Is title 'stories by rabindranath tagore' original Netflix content?,No,30,"Is Netflix title 'stories by rabindranath tagore' a Series, Movie, or Documentary?",Series
api-9573-No-Series,montalbano a delicate matter  il commissario montalbano una faccenda delicata,1,Is title 'montalbano a delicate matter  il commissario montalbano una faccenda delicata' original Netflix content?,No,77,"Is Netflix title 'montalbano a delicate matter  il commissario montalbano una faccenda delicata' a Series, Movie, or Documentary?",Series
api-9574-No-Movie,ghost killers vs bloody mary  exterminadores do alm contra a loira do banheiro,1,Is title 'ghost killers vs bloody mary  exterminadores do alm contra a loira do banheiro' original Netflix content?,No,78,"Is Netflix title 'ghost killers vs bloody mary  exterminadores do alm contra a loira do banheiro' a Series, Movie, or Documentary?",Movie
api-9575-No-Series,moribito guardian of the spirit the anguish of the destroyers,1,Is title 'moribito guardian of the spirit the anguish of the destroyers' original Netflix content?,No,61,"Is Netflix title 'moribito guardian of the spirit the anguish of the destroyers' a Series, Movie, or Documentary?",Series
api-9576-No-Movie,chhota bheem and the legend of el magnifico,1,Is title 'chhota bheem and the legend of el magnifico' original Netflix content?,No,43,"Is Netflix title 'chhota bheem and the legend of el magnifico' a Series, Movie, or Documentary?",Movie
api-9577-No-Movie,kamen rider heisei generations forever  20  forever,1,Is title 'kamen rider heisei generations forever  20  forever' original Netflix content?,No,51,"Is Netflix title 'kamen rider heisei generations forever  20  forever' a Series, Movie, or Documentary?",Movie
api-9578-No-Documentary,manzikert 1071 doomsday for the byzantines  malazgirt 1071 bizansn kyameti,1,Is title 'manzikert 1071 doomsday for the byzantines  malazgirt 1071 bizansn kyameti' original Netflix content?,No,74,"Is Netflix title 'manzikert 1071 doomsday for the byzantines  malazgirt 1071 bizansn kyameti' a Series, Movie, or Documentary?",Documentary
api-9579-No-,how do you like wednesday lets roll for it 6 1999   6 1999,1,Is title 'how do you like wednesday lets roll for it 6 1999   6 1999' original Netflix content?,No,58,"Is Netflix title 'how do you like wednesday lets roll for it 6 1999   6 1999' a Series, Movie, or Documentary?",
api-9580-No-,how do you like wednesday lets roll for it 5 1998   5 1998,1,Is title 'how do you like wednesday lets roll for it 5 1998   5 1998' original Netflix content?,No,58,"Is Netflix title 'how do you like wednesday lets roll for it 5 1998   5 1998' a Series, Movie, or Documentary?",
api-9581-No-Series,sleepless society two pillows  a lost soul,1,Is title 'sleepless society two pillows  a lost soul' original Netflix content?,No,42,"Is Netflix title 'sleepless society two pillows  a lost soul' a Series, Movie, or Documentary?",Series
api-9582-No-Documentary,gump  the dog who taught people how to live  gump  pes kter nauil lidi t,1,Is title 'gump  the dog who taught people how to live  gump  pes kter nauil lidi t' original Netflix content?,No,72,"Is Netflix title 'gump  the dog who taught people how to live  gump  pes kter nauil lidi t' a Series, Movie, or Documentary?",Documentary
api-9583-No-Series,the patients of dr garca,1,Is title 'the patients of dr garca' original Netflix content?,No,24,"Is Netflix title 'the patients of dr garca' a Series, Movie, or Documentary?",Series
api-9584-No-Movie,gintama the movie the final chapter be forever yorozuya,1,Is title 'gintama the movie the final chapter be forever yorozuya' original Netflix content?,No,55,"Is Netflix title 'gintama the movie the final chapter be forever yorozuya' a Series, Movie, or Documentary?",Movie
api-9585-No-Series,montalbano angelicas smile  il commissario montalbano il sorriso di angelica,1,Is title 'montalbano angelicas smile  il commissario montalbano il sorriso di angelica' original Netflix content?,No,76,"Is Netflix title 'montalbano angelicas smile  il commissario montalbano il sorriso di angelica' a Series, Movie, or Documentary?",Series
api-9586-No-Movie,sp the motion picture episode vithe final episode  sp the motion picture,1,Is title 'sp the motion picture episode vithe final episode  sp the motion picture' original Netflix content?,No,72,"Is Netflix title 'sp the motion picture episode vithe final episode  sp the motion picture' a Series, Movie, or Documentary?",Movie
api-9587-Yes-Series,through my window 2 across the sea  a travs de mi ventana 2 a travs del mar,1,Is title 'through my window 2 across the sea  a travs de mi ventana 2 a travs del mar' original Netflix content?,Yes,75,"Is Netflix title 'through my window 2 across the sea  a travs de mi ventana 2 a travs del mar' a Series, Movie, or Documentary?",Series
api-9588-No-Series,monogatari series 2nd,1,Is title 'monogatari series 2nd' original Netflix content?,No,21,"Is Netflix title 'monogatari series 2nd' a Series, Movie, or Documentary?",Series
api-9589-No-Series,juanpis gonzlez  the series,1,Is title 'juanpis gonzlez  the series' original Netflix content?,No,27,"Is Netflix title 'juanpis gonzlez  the series' a Series, Movie, or Documentary?",Series
api-9590-No-Movie,sword art online the movie ordinal scale,1,Is title 'sword art online the movie ordinal scale' original Netflix content?,No,40,"Is Netflix title 'sword art online the movie ordinal scale' a Series, Movie, or Documentary?",Movie
api-9591-Yes-Series,ultimate beastmaster spain no surrender  ultimate beastmaster espaa no surrender,1,Is title 'ultimate beastmaster spain no surrender  ultimate beastmaster espaa no surrender' original Netflix content?,Yes,80,"Is Netflix title 'ultimate beastmaster spain no surrender  ultimate beastmaster espaa no surrender' a Series, Movie, or Documentary?",Series
api-9592-Yes-Series,the woman in the house across the street from the girl in the window limited series,1,Is title 'the woman in the house across the street from the girl in the window limited series' original Netflix content?,Yes,83,"Is Netflix title 'the woman in the house across the street from the girl in the window limited series' a Series, Movie, or Documentary?",Series
api-9593-Yes-Series,renaikansatsubaraetei ainori2 cambodia,1,Is title 'renaikansatsubaraetei ainori2 cambodia' original Netflix content?,Yes,38,"Is Netflix title 'renaikansatsubaraetei ainori2 cambodia' a Series, Movie, or Documentary?",Series
api-9594-Yes-Series,ultimate beastmaster italy no surrender  ultimate beastmaster italia no surrender,1,Is title 'ultimate beastmaster italy no surrender  ultimate beastmaster italia no surrender' original Netflix content?,Yes,81,"Is Netflix title 'ultimate beastmaster italy no surrender  ultimate beastmaster italia no surrender' a Series, Movie, or Documentary?",Series
api-9595-Yes-Documentary,fareast from berlin to tokyo,1,Is title 'fareast from berlin to tokyo' original Netflix content?,Yes,28,"Is Netflix title 'fareast from berlin to tokyo' a Series, Movie, or Documentary?",Documentary
api-9596-No-Movie,women on the verge of a nervous breakdown  mujeres al borde de un ataque de nervios,1,Is title 'women on the verge of a nervous breakdown  mujeres al borde de un ataque de nervios' original Netflix content?,No,83,"Is Netflix title 'women on the verge of a nervous breakdown  mujeres al borde de un ataque de nervios' a Series, Movie, or Documentary?",Movie
api-9597-No-Documentary,los tigres del norte at folsom prison  los tigres del norte en la prisin de folsom,1,Is title 'los tigres del norte at folsom prison  los tigres del norte en la prisin de folsom' original Netflix content?,No,82,"Is Netflix title 'los tigres del norte at folsom prison  los tigres del norte en la prisin de folsom' a Series, Movie, or Documentary?",Documentary
api-9598-No-Series,malee my best friend extraordinaire,1,Is title 'malee my best friend extraordinaire' original Netflix content?,No,35,"Is Netflix title 'malee my best friend extraordinaire' a Series, Movie, or Documentary?",Series
api-9599-No-Movie,doraemon the movie nobitas great adventure into the underworld,1,Is title 'doraemon the movie nobitas great adventure into the underworld' original Netflix content?,No,62,"Is Netflix title 'doraemon the movie nobitas great adventure into the underworld' a Series, Movie, or Documentary?",Movie
api-9600-No-Movie,naruto the movie 2 legend of the stone of gelel   naruto,1,Is title 'naruto the movie 2 legend of the stone of gelel   naruto' original Netflix content?,No,56,"Is Netflix title 'naruto the movie 2 legend of the stone of gelel   naruto' a Series, Movie, or Documentary?",Movie
api-9601-Yes-Series,la lnea shadow of narco limited series  la lnea la sombra del narco miniserie,1,Is title 'la lnea shadow of narco limited series  la lnea la sombra del narco miniserie' original Netflix content?,Yes,77,"Is Netflix title 'la lnea shadow of narco limited series  la lnea la sombra del narco miniserie' a Series, Movie, or Documentary?",Series
api-9602-No-Movie,sound euphonium the movieour promise a brand new day,1,Is title 'sound euphonium the movieour promise a brand new day' original Netflix content?,No,52,"Is Netflix title 'sound euphonium the movieour promise a brand new day' a Series, Movie, or Documentary?",Movie
api-9603-No-Movie,ngenest sometimes life must be laughed at  ngenest kadang hidup perlu ditertawakan,1,Is title 'ngenest sometimes life must be laughed at  ngenest kadang hidup perlu ditertawakan' original Netflix content?,No,82,"Is Netflix title 'ngenest sometimes life must be laughed at  ngenest kadang hidup perlu ditertawakan' a Series, Movie, or Documentary?",Movie
api-9604-No-Movie,the dragon chronicles  the maidens of heavenly mountain,1,Is title 'the dragon chronicles  the maidens of heavenly mountain' original Netflix content?,No,55,"Is Netflix title 'the dragon chronicles  the maidens of heavenly mountain' a Series, Movie, or Documentary?",Movie
api-9605-No-Movie,crayon shinchan the movie pursuit of the balls of darkness,1,Is title 'crayon shinchan the movie pursuit of the balls of darkness' original Netflix content?,No,58,"Is Netflix title 'crayon shinchan the movie pursuit of the balls of darkness' a Series, Movie, or Documentary?",Movie
api-9606-Yes-Series,the snitch cartel origins,1,Is title 'the snitch cartel origins' original Netflix content?,Yes,25,"Is Netflix title 'the snitch cartel origins' a Series, Movie, or Documentary?",Series
api-9607-Yes-Movie,who would you take to a deserted island  a quin te llevaras a una isla desierta,1,Is title 'who would you take to a deserted island  a quin te llevaras a una isla desierta' original Netflix content?,Yes,79,"Is Netflix title 'who would you take to a deserted island  a quin te llevaras a una isla desierta' a Series, Movie, or Documentary?",Movie
api-9608-No-Movie,luccas neto em um natal muito divertido  luccas neto em um natal muito atrapalhado,1,Is title 'luccas neto em um natal muito divertido  luccas neto em um natal muito atrapalhado' original Netflix content?,No,82,"Is Netflix title 'luccas neto em um natal muito divertido  luccas neto em um natal muito atrapalhado' a Series, Movie, or Documentary?",Movie
api-9609-No-Series,morran och tobias  som en sknk frn ovan  morran  tobias  som en sknk frn ovan,1,Is title 'morran och tobias  som en sknk frn ovan  morran  tobias  som en sknk frn ovan' original Netflix content?,No,77,"Is Netflix title 'morran och tobias  som en sknk frn ovan  morran  tobias  som en sknk frn ovan' a Series, Movie, or Documentary?",Series
api-9610-No-Movie,the chaos class goes to cyprus summer games  hababam snf kbrsta yaz oyunlar,1,Is title 'the chaos class goes to cyprus summer games  hababam snf kbrsta yaz oyunlar' original Netflix content?,No,75,"Is Netflix title 'the chaos class goes to cyprus summer games  hababam snf kbrsta yaz oyunlar' a Series, Movie, or Documentary?",Movie
api-9611-No-Series,the photographer murder in pinamar  el fotgrafo y el cartero el crimen de cabezas,1,Is title 'the photographer murder in pinamar  el fotgrafo y el cartero el crimen de cabezas' original Netflix content?,No,81,"Is Netflix title 'the photographer murder in pinamar  el fotgrafo y el cartero el crimen de cabezas' a Series, Movie, or Documentary?",Series
api-9612-No-,cant write a life without scenario,1,Is title 'cant write a life without scenario' original Netflix content?,No,34,"Is Netflix title 'cant write a life without scenario' a Series, Movie, or Documentary?",
api-9613-Yes-Series,elite short stories patrick,1,Is title 'elite short stories patrick' original Netflix content?,Yes,27,"Is Netflix title 'elite short stories patrick' a Series, Movie, or Documentary?",Series
api-9614-Yes-Series,bangkok love stories innocence,1,Is title 'bangkok love stories innocence' original Netflix content?,Yes,30,"Is Netflix title 'bangkok love stories innocence' a Series, Movie, or Documentary?",Series
api-9615-No-Movie,doraemon the movie nobita and the giants legend of green planet,1,Is title 'doraemon the movie nobita and the giants legend of green planet' original Netflix content?,No,63,"Is Netflix title 'doraemon the movie nobita and the giants legend of green planet' a Series, Movie, or Documentary?",Movie
api-9616-No-Series,willy fog la vuelta al mundo en 80 dias  willy fog la vuelta al mundo en 80 das,1,Is title 'willy fog la vuelta al mundo en 80 dias  willy fog la vuelta al mundo en 80 das' original Netflix content?,No,79,"Is Netflix title 'willy fog la vuelta al mundo en 80 dias  willy fog la vuelta al mundo en 80 das' a Series, Movie, or Documentary?",Series
api-9617-No-Series,bananaman live  bananaman live 20122006  bananaman live   20122006,1,Is title 'bananaman live  bananaman live 20122006  bananaman live   20122006' original Netflix content?,No,66,"Is Netflix title 'bananaman live  bananaman live 20122006  bananaman live   20122006' a Series, Movie, or Documentary?",Series
api-9618-No-Movie,doraemon the movie nobitas diary on the creation of the world,1,Is title 'doraemon the movie nobitas diary on the creation of the world' original Netflix content?,No,61,"Is Netflix title 'doraemon the movie nobitas diary on the creation of the world' a Series, Movie, or Documentary?",Movie
api-9619-No-Series,more than blue the series,1,Is title 'more than blue the series' original Netflix content?,No,25,"Is Netflix title 'more than blue the series' a Series, Movie, or Documentary?",Series
api-9620-No-Movie,doraemon the movie nobitas chronicle of the moon exploration,1,Is title 'doraemon the movie nobitas chronicle of the moon exploration' original Netflix content?,No,60,"Is Netflix title 'doraemon the movie nobitas chronicle of the moon exploration' a Series, Movie, or Documentary?",Movie
api-9621-No-Series,who were we running from limited series  biz kimden kayorduk anne mini dizi,1,Is title 'who were we running from limited series  biz kimden kayorduk anne mini dizi' original Netflix content?,No,75,"Is Netflix title 'who were we running from limited series  biz kimden kayorduk anne mini dizi' a Series, Movie, or Documentary?",Series
api-9622-Yes-Series,aggretsuko we wish you a metal christmas  we wish you a metal christmas,1,Is title 'aggretsuko we wish you a metal christmas  we wish you a metal christmas' original Netflix content?,Yes,71,"Is Netflix title 'aggretsuko we wish you a metal christmas  we wish you a metal christmas' a Series, Movie, or Documentary?",Series
api-9623-No-Documentary,the sun stands still the eclipse,1,Is title 'the sun stands still the eclipse' original Netflix content?,No,32,"Is Netflix title 'the sun stands still the eclipse' a Series, Movie, or Documentary?",Documentary
api-9624-No-Movie,doraemon the movie nobitas great adventure in the south seas,1,Is title 'doraemon the movie nobitas great adventure in the south seas' original Netflix content?,No,60,"Is Netflix title 'doraemon the movie nobitas great adventure in the south seas' a Series, Movie, or Documentary?",Movie
api-9625-Yes-Series,street food latin america limited series  street food latinoamrica miniserie,1,Is title 'street food latin america limited series  street food latinoamrica miniserie' original Netflix content?,Yes,76,"Is Netflix title 'street food latin america limited series  street food latinoamrica miniserie' a Series, Movie, or Documentary?",Series
api-9626-No-Movie,ataru the first love  the last kill   ataru the first love  the last kill,1,Is title 'ataru the first love  the last kill   ataru the first love  the last kill' original Netflix content?,No,73,"Is Netflix title 'ataru the first love  the last kill   ataru the first love  the last kill' a Series, Movie, or Documentary?",Movie
api-9627-No-Series,whindersson nunes preaching to the choir  whindersson nunes isso no  um culto,1,Is title 'whindersson nunes preaching to the choir  whindersson nunes isso no  um culto' original Netflix content?,No,77,"Is Netflix title 'whindersson nunes preaching to the choir  whindersson nunes isso no  um culto' a Series, Movie, or Documentary?",Series
api-9628-No-Series,sultan agung throne rebellion and love  sultan agung tahta perjuangan cinta,1,Is title 'sultan agung throne rebellion and love  sultan agung tahta perjuangan cinta' original Netflix content?,No,75,"Is Netflix title 'sultan agung throne rebellion and love  sultan agung tahta perjuangan cinta' a Series, Movie, or Documentary?",Series
api-9629-No-Series,once upon a time in lingjian mountain,1,Is title 'once upon a time in lingjian mountain' original Netflix content?,No,37,"Is Netflix title 'once upon a time in lingjian mountain' a Series, Movie, or Documentary?",Series
api-9630-Yes-Series,steve martin and martin short an evening you will forget for the rest of your life,1,Is title 'steve martin and martin short an evening you will forget for the rest of your life' original Netflix content?,Yes,82,"Is Netflix title 'steve martin and martin short an evening you will forget for the rest of your life' a Series, Movie, or Documentary?",Series
api-9631-Yes-Documentary,guillermo vilas settling the score  vilas sers lo que debas ser o no sers nada,1,Is title 'guillermo vilas settling the score  vilas sers lo que debas ser o no sers nada' original Netflix content?,Yes,78,"Is Netflix title 'guillermo vilas settling the score  vilas sers lo que debas ser o no sers nada' a Series, Movie, or Documentary?",Documentary
api-9632-No-Series,rascal does not dream of bunny girl senpai,1,Is title 'rascal does not dream of bunny girl senpai' original Netflix content?,No,42,"Is Netflix title 'rascal does not dream of bunny girl senpai' a Series, Movie, or Documentary?",Series
api-9633-No-Movie,doraemon the movie nobita and the castle of the undersea devil,1,Is title 'doraemon the movie nobita and the castle of the undersea devil' original Netflix content?,No,62,"Is Netflix title 'doraemon the movie nobita and the castle of the undersea devil' a Series, Movie, or Documentary?",Movie
api-9634-No-Series,bananaman live  bananaman live 20192013  bananaman live   20192013,1,Is title 'bananaman live  bananaman live 20192013  bananaman live   20192013' original Netflix content?,No,66,"Is Netflix title 'bananaman live  bananaman live 20192013  bananaman live   20192013' a Series, Movie, or Documentary?",Series
api-9635-No-Movie,vengeance is mine all others pay cash  seperti dendam rindu harus dibayar tuntas,1,Is title 'vengeance is mine all others pay cash  seperti dendam rindu harus dibayar tuntas' original Netflix content?,No,80,"Is Netflix title 'vengeance is mine all others pay cash  seperti dendam rindu harus dibayar tuntas' a Series, Movie, or Documentary?",Movie
api-9636-No-Series,fategrand order absolute demonic front babylonia  fategrand order,1,Is title 'fategrand order absolute demonic front babylonia  fategrand order' original Netflix content?,No,65,"Is Netflix title 'fategrand order absolute demonic front babylonia  fategrand order' a Series, Movie, or Documentary?",Series
api-9637-No-,the secret of the greco family,1,Is title 'the secret of the greco family' original Netflix content?,No,30,"Is Netflix title 'the secret of the greco family' a Series, Movie, or Documentary?",
api-9638-No-Movie,doraemon the movie nobita in the wannyan spacetime odyssey,1,Is title 'doraemon the movie nobita in the wannyan spacetime odyssey' original Netflix content?,No,58,"Is Netflix title 'doraemon the movie nobita in the wannyan spacetime odyssey' a Series, Movie, or Documentary?",Movie
api-9639-No-Movie,me against you mr ss vendetta  me contro te  il film la vendetta del signor s,1,Is title 'me against you mr ss vendetta  me contro te  il film la vendetta del signor s' original Netflix content?,No,77,"Is Netflix title 'me against you mr ss vendetta  me contro te  il film la vendetta del signor s' a Series, Movie, or Documentary?",Movie
api-9640-No-Documentary,tour de france unchained,1,Is title 'tour de france unchained' original Netflix content?,No,24,"Is Netflix title 'tour de france unchained' a Series, Movie, or Documentary?",Documentary
api-9641-Yes-Series,magic for humans spain,1,Is title 'magic for humans spain' original Netflix content?,Yes,22,"Is Netflix title 'magic for humans spain' a Series, Movie, or Documentary?",Series
api-9642-Yes-Series,crime diaries night out,1,Is title 'crime diaries night out' original Netflix content?,Yes,23,"Is Netflix title 'crime diaries night out' a Series, Movie, or Documentary?",Series
api-9643-No-Series,bananaman live  bananaman live 20051999  bananaman live   20051999,1,Is title 'bananaman live  bananaman live 20051999  bananaman live   20051999' original Netflix content?,No,66,"Is Netflix title 'bananaman live  bananaman live 20051999  bananaman live   20051999' a Series, Movie, or Documentary?",Series
api-9644-Yes-Movie,the most assassinated woman in the world  la femme la plus assassine du monde,1,Is title 'the most assassinated woman in the world  la femme la plus assassine du monde' original Netflix content?,Yes,77,"Is Netflix title 'the most assassinated woman in the world  la femme la plus assassine du monde' a Series, Movie, or Documentary?",Movie
api-9645-No-Movie,the pororo movie adventures in the magical kingdom   20,1,Is title 'the pororo movie adventures in the magical kingdom   20' original Netflix content?,No,55,"Is Netflix title 'the pororo movie adventures in the magical kingdom   20' a Series, Movie, or Documentary?",Movie
api-9646-No-Movie,crayon shinchan the movie the storm called the jungle,1,Is title 'crayon shinchan the movie the storm called the jungle' original Netflix content?,No,53,"Is Netflix title 'crayon shinchan the movie the storm called the jungle' a Series, Movie, or Documentary?",Movie
api-9647-No-Movie,have you ever fallen in love miss jiang,1,Is title 'have you ever fallen in love miss jiang' original Netflix content?,No,39,"Is Netflix title 'have you ever fallen in love miss jiang' a Series, Movie, or Documentary?",Movie
